name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,price_per_kilometer
Tata Indigo LX,21,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70,5.0,6211.1801242236015
Mahindra XUV500 W6 2WD,9,800000,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140,7.0,50000.0
Mahindra Bolero 2011-2019 ZLX BSIII,12,525000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,32894.73684210526
Tata New Safari DICOR 2.2 EX 4x2,17,500000,179150,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,43215.211754537595
Maruti 800 Std MPFi,22,42000,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,2608.695652173913
Maruti Swift Dzire 1.2 Lxi BSIV,16,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5.0,10857.142857142857
Maruti Swift Dzire VDI,6,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,24436.61971830986
Mahindra XUV500 AT W6 2WD,9,861999,120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140,7.0,53874.9375
Honda Amaze SX i-DTEC,8,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,25193.7984496124
Maruti Swift Dzire ZDi,14,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,16062.176165803108
Maruti Swift VDI,12,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74,5.0,15720.524017467249
Maruti Swift Dzire LDi,14,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,12435.233160621761
Mahindra XUV500 W8 AWD,13,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140,7.0,33112.58278145696
Toyota Innova 2.5 GX 7 STR,15,475000,100000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102,7.0,37109.375
Maruti Alto LX,18,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,5076.1421319796955
Maruti SX4 Zxi BSIII,16,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,13333.333333333334
Toyota Innova 2.5 G2,19,430000,264000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102,8.0,33593.75
Mahindra Xylo E4 BS IV,15,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112,7.0,17500.0
Maruti Swift Dzire VDI,11,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74,5.0,19230.76923076923
Maruti Vitara Brezza VDi Option,8,800000,51146,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,32921.810699588474
Maruti Ritz LXI,14,215000,40000,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5.0,10189.573459715639
Maruti Vitara Brezza VDi Option,8,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,31275.720164609054
Volkswagen Polo 1.5 TDI Comfortline,10,416000,80000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,20655.412115193645
Maruti Wagon R LXI BSIII,14,195000,120000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,10317.460317460318
Maruti Alto 800 VXI,8,325000,23000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,13157.894736842105
Maruti Alto K10 LXI,15,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,6931.166347992351
Maruti Swift VDI,7,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74,5.0,23767.605633802817
Maruti Wagon R VXI Optional,9,340000,30000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,16577.279375914186
Tata Manza Aura Plus Quadrajet BS IV,14,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90,5.0,17894.736842105263
Maruti Omni MPI STD BSIV,11,260000,40000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,15476.190476190475
Maruti Alto 800 LXI,10,300000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,13192.612137203167
Maruti 800 AC,18,75000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37,4.0,4658.385093167702
Tata Indica Vista TDI LX,14,350000,80000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70,5.0,18041.23711340206
Maruti XL6 Alpha,6,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,52603.89268805891
Tata Manza Aura (ABS) Quadrajet BS IV,15,170000,150000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0,8049.242424242424
Maruti Swift Dzire Tour S CNG,7,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0,31578.947368421053
Honda City 1.5 V AT,15,800000,25000,Petrol,Individual,Automatic,First Owner,16.8,1497.0,118,5.0,47619.04761904762
Force One EX,7,850000,120000,Diesel,Individual,Manual,Second Owner,17.0,2650.0,80.84,7.0,50000.0
Mahindra XUV500 W6 2WD,11,980000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,64900.66225165563
Ford Endeavour 2.5L 4X2,14,850000,298000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141,7.0,64885.49618320611
Tata Sumo Gold GX BSIII,13,340000,270000,Diesel,Individual,Manual,Third Owner,14.07,2956.0,68.4,7.0,24164.889836531627
Maruti Vitara Brezza ZDi AMT,7,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248.0,88.5,5.0,37037.03703703704
Maruti Swift Dzire VDi,15,310000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,16062.176165803108
Maruti Ertiga ZDI,12,600000,60000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7.0,28887.81896966779
Maruti Swift Dzire ZDi,17,270000,149000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,13989.637305699482
Hyundai Santro Sportz BSIV,6,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68,5.0,25123.103448275862
Tata Indica Vista TDI LX,12,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70,5.0,11597.938144329897
Hyundai i10 Magna,10,280000,55000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,13752.4557956778
Tata Tiago 1.05 Revotorq XZ WO Alloy,9,490000,100000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69,5.0,17961.876832844573
Mahindra Bolero 2011-2019 Plus AC,12,440000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,27568.92230576441
Tata Safari Storme EX,11,500000,291977,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,35714.28571428572
Honda CR-V 2.4L 4WD,20,476999,85000,Petrol,Individual,Manual,Third Owner,11.1,2354.0,158.8,5.0,42972.882882882885
Hyundai i20 Active 1.2 S,10,590000,70000,Petrol,Individual,Manual,Third Owner,17.19,1197.0,81.86,5.0,34322.280395578826
Ford Endeavour 2.5L 4X2 MT,15,500000,120000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141,7.0,38167.938931297715
Ford EcoSport 1.5 TDCi Titanium BSIV,10,600000,40000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,26350.461133069828
Mahindra Scorpio 1.99 S4,9,750000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120,7.0,48701.2987012987
BMW 3 Series 320d GT Luxury Line,8,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995.0,187.74,5.0,150587.03420112302
Volkswagen Polo 1.5 TDI Comfortline,6,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88,5.0,34508.44091360477
Maruti Swift Dzire VDI Optional,7,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74,5.0,25949.605114704776
Hyundai Grand i10 1.2 CRDi Magna,9,409999,78000,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,17083.291666666668
Tata Harrier XZ Plus,5,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,97058.82352941176
Audi Q3 2.0 TDI Quattro Premium Plus,9,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,174.33,5.0,150985.3782581055
Hyundai Grand i10 1.2 CRDi Sportz,8,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5.0,21875.0
Jeep Compass 2.0 Limited Plus 4X4,6,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956.0,170.63,5.0,131901.84049079753
Mahindra XUV500 W8 2WD,12,540000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,35761.589403973514
Toyota Fortuner 4x4 AT,8,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,219123.5059760956
Mahindra Scorpio 1.99 S10 4WD,9,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997.0,120,7.0,64935.06493506493
Audi A4 35 TDI Premium Plus,7,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5.0,158904.1095890411
Mahindra TUV 300 mHAWK100 T8,8,725000,40000,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100,7.0,39210.38399134668
Maruti Ciaz Alpha Diesel,7,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,34709.86116055536
Maruti Wagon R VXI,9,355000,60000,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,16291.877007801744
Honda CR-V 2.4L 4WD MT,17,400000,120000,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5.0,36036.036036036036
Maruti Alto 800 VXI BSIV,10,265000,48000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,10728.744939271255
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,7,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88,5.0,32274.08142999007
Maruti Ciaz 1.3 Alpha,8,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,25631.89747241011
Hyundai Verna 1.6 VTVT S,9,850000,25000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,49970.605526161075
Maruti Alto K10 VXI,10,290000,42000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,12108.55949895616
Mercedes-Benz E-Class E 250 Elegance,15,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204,5.0,109789.56999085087
Mahindra TUV 300 T8 AMT,9,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493.0,100,7.0,32449.97295835587
Maruti Ritz VDi,14,300000,90000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,14218.009478672984
Renault Pulse RxL,13,225000,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0,9748.700173310226
Maruti Swift Dzire VDi,16,240000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,12435.233160621761
Hyundai Verna 1.6 SX,11,700000,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,31362.007168458782
Maruti Swift VDI BSIV,11,470000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74,5.0,18650.79365079365
Hyundai i20 Active 1.4 SX Dual Tone,9,800000,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,37753.65738555922
Renault Duster 110PS Diesel RxZ,13,450000,90000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,23671.75170962651
Tata Indica V2 DLE BSII,18,90000,90000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5.0,5232.558139534884
Toyota Corolla Altis Diesel D4DG,15,450000,120000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,20998.600093327113
Toyota Etios Liva GD,13,400000,107500,Diesel,Individual,Manual,Second Owner,19.41878335651954,,,,20598.612830484384
Toyota Innova Crysta 2.8 GX AT BSIV,8,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,128961.26760563381
Hyundai Creta 1.6 CRDi SX Plus,9,925000,79000,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,47025.927808845954
Toyota Innova Crysta 2.4 GX MT BSIV,9,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393.0,147.8,7.0,101242.69005847954
Toyota Fortuner 4x4 MT,10,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,159362.5498007968
Tata Indigo LS,21,80000,248200,Diesel,Individual,Manual,Second Owner,16.1,1405.0,70,5.0,4968.944099378881
Mahindra Scorpio SLX 2.6 Turbo 8 Str,18,300000,110000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120,7.0,28571.428571428572
Maruti Swift Dzire VDi,16,360000,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,18652.84974093264
Hyundai Verna Transform CRDi VGT SX ABS,15,320000,70000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110,5.0,19753.086419753086
Ambassador Classic 2000 DSZ AC PS,31,99000,100000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52,5.0,7734.375
Maruti Ertiga SHVS ZDI,9,780000,50000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,31810.766721044045
Maruti Ertiga VDI,12,620000,139000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,29850.746268656716
Skoda Octavia RS 1.8 Turbo Petrol MT,19,100000,120000,Petrol,Individual,Manual,Third Owner,13.1,1781.0,149.5,5.0,7633.587786259543
Tata Indica Vista Safire GLX,11,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172.0,64.1,5.0,12574.850299401198
Mahindra Bolero 2011-2019 SLE,10,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,23496.24060150376
Renault Triber RXZ,6,786000,7720,Petrol,Individual,Manual,First Owner,20.0,999.0,71,7.0,39300.0
Mahindra XUV500 W8 AWD,11,1000000,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140,7.0,66225.16556291391
Maruti Zen D,23,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58,5.0,5769.230769230769
Mahindra Verito Vibe 1.5 dCi D6,9,750000,100000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0,36057.692307692305
Hyundai i20 Magna 1.2,9,550000,57882,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,29569.892473118278
Tata Safari Storme LX,7,875000,142000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5.0,62056.73758865248
Tata Safari Storme LX,7,890000,140000,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,5.0,63120.56737588652
Maruti Ertiga ZXI,10,700000,35000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,43695.38077403246
Mahindra Bolero 2011-2019 SLX,10,550000,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,34461.15288220551
Datsun GO T Petrol,7,400000,10000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67,5.0,20171.45738779627
Maruti Celerio VXI,10,290000,30000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,12554.112554112553
Tata Indigo CS LS (TDI) BS III,13,150000,90000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69,5.0,7857.51702462022
Maruti Eeco 7 Seater Standard BSIV,10,300000,35000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73,7.0,19518.542615484712
Maruti Swift 1.3 VXi,16,220000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,,,,11329.237056766411
Maruti Wagon R LXI,17,221000,35008,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,10142.267094997705
Datsun RediGO T,8,270000,31100,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5.0,11894.273127753304
Hyundai Xcent 1.1 CRDi Base,11,455000,42312,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71,5.0,18647.54098360656
Toyota Etios G Safety,14,300000,72000,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,5.0,17045.454545454544
Toyota Etios Liva 1.4 GD,11,480000,54891,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0,20347.604917337856
Hyundai Verna CRDi 1.6 AT SX Plus,7,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,45454.545454545456
BMW 3 Series 320d Luxury Line Plus,8,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190,5.0,114587.92419568091
Toyota Innova Crysta 2.8 ZX AT BSIV,8,1850000,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,162852.11267605633
Hyundai Santro Magna BSIV,6,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68,5.0,24630.54187192118
Mahindra Ssangyong Rexton RX7,12,800000,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696.0,184,7.0,71556.35062611807
Renault Koleos 2.0 Diesel,12,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148,5.0,72833.21194464676
Tata Manza Club Class Quadrajet90 LS,12,250000,50000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.8,5.0,11893.434823977164
Renault Pulse RxZ Optional,13,245000,100000,Diesel,Dealer,Manual,First Owner,23.08,1461.0,63.1,5.0,10615.25129982669
Hyundai Grand i10 Magna AT,6,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82,5.0,33068.78306878307
Volkswagen Polo 2015-2019 1.0 MPI Trendline,7,560000,14495,Petrol,Dealer,Manual,First Owner,18.78,999.0,75,5.0,29818.95633652822
Honda Jazz 1.2 V i VTEC,7,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,36363.63636363637
Maruti Swift Dzire VDI,6,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,24647.88732394366
Tata Indigo eCS LX BSIV,12,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69,5.0,9552.757273122013
Tata Indigo CS LX (TDI) BS-III,8,450000,70000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,23572.55107386066
Tata Tigor 1.2 Revotron XZA,8,525000,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199.0,84,5.0,25862.06896551724
Toyota Innova 2.5 GX 7 STR,16,650000,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102,7.0,50781.25
Maruti Swift Dzire AMT ZDI Plus,8,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,5.0,30809.859154929578
Hyundai i20 Asta Option 1.2,6,785000,9000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,42204.30107526881
Honda WR-V i-VTEC VX,8,819999,30000,Petrol,Dealer,Manual,First Owner,17.5,1199.0,88.7,5.0,46857.08571428571
BMW 3 Series GT Luxury Line,9,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76,1995.0,188,5.0,135569.85294117645
Toyota Innova Crysta 2.4 ZX MT,9,1925000,27000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7.0,140716.37426900584
Honda WR-V i-DTEC VX,8,885000,39000,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0,34705.882352941175
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,10,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499.0,110.4,5.0,42367.601246105914
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,8,960000,42000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0,41739.13043478261
Honda Brio 1.2 VX MT,13,385000,45000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,20810.81081081081
Tata Harrier XZ,6,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,97058.82352941176
Mahindra TUV 300 mHAWK100 T8,7,890000,55000,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100,7.0,48134.126554894545
Ford Endeavour 3.0L 4X4 AT,10,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953.0,153.86,7.0,111842.1052631579
Maruti Ciaz Delta Automatic BSIV,6,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462.0,103.25,5.0,50542.40631163708
Volkswagen Polo GT TSI,9,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197.0,103.6,5.0,39244.186046511626
Maruti Swift Dzire ZXI Plus BS IV,8,700000,80000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,31818.18181818182
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,9,780000,60000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,34255.599472990776
Hyundai Verna 1.6 SX CRDi (O),8,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5.0,47043.01075268817
Audi Q5 45 TDI quattro Technology,10,2700000,105000,Diesel,Dealer,Automatic,Second Owner,13.22,2967.0,241.4,5.0,204236.0060514372
Tata Bolt Quadrajet XE,9,400000,100000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74,5.0,17429.193899782134
Mahindra Bolero 2011-2019 Plus Non AC,14,400000,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,25062.656641604008
Maruti Alto LX BSIII,16,85000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,4314.720812182742
Tata Hexa XM,7,1300000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,73863.63636363635
Mahindra TUV 300 mHAWK100 T8,7,819999,11500,Diesel,Individual,Manual,First Owner,18.49,1493.0,100,7.0,44348.24229313143
Mahindra TUV 300 T6 Plus AMT,10,620000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100,7.0,33531.6387236344
Renault KWID 1.0 RXL,7,260000,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,11299.435028248587
Hyundai Elantra S,9,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,5.0,49386.503067484664
Hyundai Grand i10 Asta,10,484999,55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82,5.0,25661.322751322754
Jaguar XE 2016-2019 2.0L Diesel Prestige,8,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177,5.0,199338.23529411765
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,7,811000,11000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,5.0,47705.882352941175
Honda Jazz 1.2 V AT i VTEC,10,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0,30263.157894736843
Jeep Compass 2.0 Longitude Option BSIV,7,1675000,80000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170,5.0,97953.216374269
Skoda Rapid 1.6 MPI AT Elegance,9,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,45104.895104895106
Jaguar XF Diesel,10,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.74,2993.0,270.9,5.0,169606.51289009498
Mercedes-Benz CLA 200 CGI Sport,7,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183,5.0,169547.87234042553
Mercedes-Benz New C-Class C 200 AVANTGARDE,8,2700000,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,5.0,183175.0339213026
Volkswagen Ameo 1.2 MPI Highline Plus 16,8,650000,18816,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,38235.294117647056
Toyota Innova Crysta 2.4 ZX MT BSIV,8,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0,127850.80409356725
Honda City V AT,8,925000,18000,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5.0,59294.8717948718
Toyota Glanza V CVT,6,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5.0,45756.595092024545
Maruti Alto K10 VXI,14,175000,11000,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,5.0,7306.889352818372
Maruti Swift VXI,13,340000,24300,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,16030.17444601603
Toyota Innova Crysta 2.8 ZX AT BSIV,9,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7.0,134242.95774647887
Maruti Ciaz S 1.3,8,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,28835.884656461374
Tata Nexon 1.5 Revotorq XZA Plus DualTone,7,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,5.0,47674.41860465116
BMW 3 Series 320d Luxury Line,9,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190,5.0,94755.39885412075
Toyota Innova 2.5 G (Diesel) 8 Seater,12,910000,70000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100,8.0,70053.88760585066
Tata Indica V2 DLX BSIII,9,300000,60000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,16778.523489932886
Maruti Zen LXi - BS III,21,120000,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60,5.0,6936.416184971098
Hyundai i20 Era 1.2,10,490000,45900,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,26344.086021505373
Honda Amaze S i-Dtech,12,425000,70000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,16472.868217054263
Maruti Alto LXi,14,155000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,7868.020304568528
Mahindra Scorpio SLE BSIV,12,490000,90000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120,8.0,40663.90041493776
Maruti Alto LXi BSIII,15,132000,105000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,6700.507614213198
Hyundai Elite i20 Diesel Sportz,7,750000,30000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,33274.179236912154
Maruti Wagon R VXI BS IV with ABS,14,225000,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,11904.761904761906
Hyundai i10 Sportz,14,240000,80000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,11787.819253438114
Maruti Wagon R VXI,21,33351,90000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,1764.6031746031747
Chevrolet Spark 1.0,15,80000,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62,5.0,4444.444444444444
Maruti 800 Std,21,40000,120000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,2484.4720496894406
Honda BRV i-DTEC V MT,6,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9,1498.0,98.6,7.0,50228.31050228311
Jaguar XE 2016-2019 2.0L Diesel Prestige,8,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177,5.0,199338.23529411765
Jaguar XF 2.0 Diesel Portfolio,8,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177,5.0,165545.78375581998
Tata Safari Storme EX,10,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,35673.75886524823
